age  education-num  capital-gain  capital-loss  hours-per-week  count
17   3              0             0             48              1             
17   4              0             0             40              1             
17   4              0             0             45              1             
17   5              0             0             6               1             
17   5              0             0             9               1             
17   5              0             0             16              1             
17   5              0             0             20              4             
17   5              0             0             26              1             
17   5              0             0             35              2             
17   5              0             0             40              2             
17   5              1055          0             24              1             
17   6              0             0             4               1             
17   6              0             0             5               1             
17   6              0             0             6               1             
17   6              0             0             8               1             
17   6              0             0             10              8             
17   6              0             0             12              7             
17   6              0             0             14              2             
17   6              0             0             15              7             
17   6              0             0             16              1             
17   6              0             0             20              11            
17   6              0             0             21              1             
17   6              0             0             23              1             
17   6              0             0             24              4             
17   6              0             0             25              2             
17   6              0             0             30              7             
17   6              0             0             35              2             
17   6              0             0             40              7             
17   6              0             1602          18              1             
17   6              1055          0             20              1             
17   7              0             0             5               1             
17   7              0             0             7               1             
17   7              0             0             8               3             
17   7              0             0             9               1             
17   7              0             0             10              4             
17   7              0             0             12              10            
17   7              0             0             15              12            
17   7              0             0             16              6             
17   7              0             0             17              1             
17   7              0             0             18              1             
17   7              0             0             20              28            
17   7              0             0             24              2             
17   7              0             0             25              8             
17   7              0             0             28              1             
17   7              0             0             30              4             
17   7              0             0             32              1             
17   7              0             0             35              1             
17   7              0             0             40              4             
17   7              0             0             45              1             
17   7              0             1602          12              1             
17   7              0             1721          15              1             
17   7              594           0             10              1             
17   7              1055          0             20              1             
17   7              2176          0             18              1             
17   8              0             0             6               1             
17   8              0             0             7               1             
17   8              0             0             8               1             
17   8              0             0             12              1             
17   8              0             0             15              3             
17   8              0             0             16              3             
17   8              0             0             17              1             
17   8              0             0             18              2             
17   8              0             0             20              3             
17   8              0             0             30              1             
17   8              0             0             40              1             
17   8              0             1721          25              1             
17   9              0             0             20              2             
17   9              0             0             35              1             
17   9              0             0             40              2             
17   10             0             0             20              1             
18   3              0             0             30              1             
18   3              0             0             54              1             
18   4              0             0             40              3             
18   5              0             0             15              1             
18   5              0             0             32              1             
18   5              0             0             40              1             
18   5              594           0             40              1             
18   6              0             0             6               1             
18   6              0             0             10              1             
18   6              0             0             11              1             
18   6              0             0             15              1             
18   6              0             0             20              4             
18   6              0             0             27              1             
18   6              0             0             30              3             
18   6              0             0             35              1             
18   6              0             0             36              1             
18   6              0             0             40              5             
18   6              0             0             56              1             
18   7              0             0             3               1             
18   7              0             0             4               1             
18   7              0             0             5               1             
18   7              0             0             7               1             
18   7              0             0             8               6             
18   7              0             0             10              3             
18   7              0             0             12              5             
18   7              0             0             13              1             
18   7              0             0             15              8             
18   7              0             0             16              6             
18   7              0             0             18              1             
18   7              0             0             19              1             
18   7              0             0             20              21            
18   7              0             0             22              1             
18   7              0             0             24              2             
18   7              0             0             25              6             
18   7              0             0             28              1             
18   7              0             0             30              5             
18   7              0             0             35              2             
18   7              0             0             40              9             
18   7              0             0             49              1             
18   7              0             0             55              1             
18   7              0             1602          23              1             
18   7              0             1602          40              1             
18   7              594           0             30              1             
18   7              1055          0             20              1             
18   8              0             0             6               1             
18   8              0             0             10              1             
18   8              0             0             12              1             
18   8              0             0             15              3             
18   8              0             0             20              8             
18   8              0             0             24              2             
18   8              0             0             25              4             
18   8              0             0             27              1             
18   8              0             0             30              5             
18   8              0             0             32              1             
18   8              0             0             35              1             
18   8              0             0             40              3             
18   8              0             0             55              1             
18   8              594           0             20              1             
18   9              0             0             8               1             
18   9              0             0             10              1             
18   9              0             0             11              1             
18   9              0             0             12              1             
18   9              0             0             15              2             
18   9              0             0             16              1             
18   9              0             0             20              14            
18   9              0             0             22              2             
18   9              0             0             24              1             
18   9              0             0             25              10            
18   9              0             0             27              1             
18   9              0             0             28              2             
18   9              0             0             30              10            
18   9              0             0             35              1             
18   9              0             0             36              1             
18   9              0             0             37              1             
18   9              0             0             38              1             
18   9              0             0             40              23            
18   9              0             0             45              1             
18   9              0             1719          15              1             
18   9              0             1721          40              1             
18   9              1055          0             25              1             
18   9              1055          0             30              1             
18   9              2176          0             25              1             
18   9              34095         0             3               1             
18   10             0             0             8               1             
18   10             0             0             10              1             
18   10             0             0             15              9             
18   10             0             0             16              3             
18   10             0             0             20              9             
18   10             0             0             21              1             
18   10             0             0             24              1             
18   10             0             0             25              6             
18   10             0             0             26              1             
18   10             0             0             28              1             
18   10             0             0             30              6             
18   10             0             0             35              2             
18   10             0             0             40              6             
18   10             0             0             50              1             
18   10             0             1721          20              1             
18   14             0             0             60              1             
19   3              0             0             36              1             
19   3              0             0             50              1             
19   4              0             0             25              1             
19   4              0             0             40              1             
19   4              0             0             60              1             
19   4              0             0             99              1             
19   4              0             1602          32              1             
19   5              0             0             35              1             
19   6              0             0             20              1             
19   6              0             0             25              1             
19   6              0             0             30              1             
19   6              0             0             40              6             
19   7              0             0             10              1             
19   7              0             0             15              1             
19   7              0             0             19              1             
19   7              0             0             20              4             
19   7              0             0             24              2             
19   7              0             0             25              4             
19   7              0             0             30              2             
19   7              0             0             35              1             
19   7              0             0             40              8             
19   7              0             0             56              1             
19   7              0             0             60              2             
19   7              0             2129          55              1             
19   8              0             0             16              1             
19   8              0             0             20              6             
19   8              0             0             25              1             
19   8              0             0             30              1             
19   8              0             0             40              2             
19   8              0             0             52              1             
19   8              1055          0             40              1             
19   9              0             0             3               1             
19   9              0             0             12              2             
19   9              0             0             13              1             
19   9              0             0             14              2             
19   9              0             0             15              4             
19   9              0             0             16              3             
19   9              0             0             20              13            
19   9              0             0             24              4             
19   9              0             0             25              10            
19   9              0             0             26              1             
19   9              0             0             28              1             
19   9              0             0             30              23            
19   9              0             0             32              1             
19   9              0             0             34              1             
19   9              0             0             35              9             
19   9              0             0             40              56            
19   9              0             0             42              2             
19   9              0             0             45              5             
19   9              0             0             50              6             
19   9              0             0             52              1             
19   9              0             0             58              1             
19   9              0             0             60              2             
19   9              0             1719          40              1             
19   9              0             1721          40              1             
19   9              2176          0             45              1             
19   9              2597          0             40              1             
19   9              34095         0             20              1             
19   10             0             0             4               1             
19   10             0             0             8               1             
19   10             0             0             9               1             
19   10             0             0             10              10            
19   10             0             0             12              1             
19   10             0             0             14              2             
19   10             0             0             15              14            
19   10             0             0             16              5             
19   10             0             0             18              3             
19   10             0             0             20              31            
19   10             0             0             22              1             
19   10             0             0             24              1             
19   10             0             0             25              20            
19   10             0             0             26              1             
19   10             0             0             28              2             
19   10             0             0             30              16            
19   10             0             0             32              1             
19   10             0             0             35              11            
19   10             0             0             36              1             
19   10             0             0             38              3             
19   10             0             0             40              23            
19   10             0             0             45              1             
19   10             0             0             50              4             
19   10             0             0             55              1             
19   10             0             0             60              1             
19   10             0             0             66              1             
19   10             0             1602          10              1             
19   10             0             1602          24              1             
