age  education-num  capital-gain  capital-loss  hours-per-week  count
17   3              0             0             48              1             
17   4              0             0             45              1             
17   5              0             0             6               1             
17   5              0             0             9               1             
17   5              0             0             40              1             
17   5              1055          0             24              1             
17   6              0             0             4               1             
17   6              0             0             6               1             
17   6              0             0             8               1             
17   6              0             0             10              5             
17   6              0             0             12              2             
17   6              0             0             15              1             
17   6              0             0             20              4             
17   6              0             0             21              1             
17   6              0             0             24              3             
17   6              0             0             25              1             
17   6              0             0             30              3             
17   6              0             0             40              2             
17   6              1055          0             20              1             
17   7              0             0             5               1             
17   7              0             0             7               1             
17   7              0             0             9               1             
17   7              0             0             10              3             
17   7              0             0             12              7             
17   7              0             0             15              5             
17   7              0             0             16              3             
17   7              0             0             17              1             
17   7              0             0             20              11            
17   7              0             0             24              1             
17   7              0             0             25              3             
17   7              0             0             28              1             
17   7              0             0             30              1             
17   7              0             0             35              1             
17   7              0             0             45              1             
17   7              594           0             10              1             
17   7              1055          0             20              1             
17   7              2176          0             18              1             
17   8              0             0             8               1             
17   8              0             0             12              1             
17   8              0             0             15              1             
17   8              0             0             16              3             
17   8              0             0             17              1             
17   8              0             0             18              1             
17   8              0             0             20              1             
17   8              0             0             40              1             
17   9              0             0             20              1             
17   9              0             0             40              2             
17   10             0             0             20              1             
18   4              0             0             40              1             
18   5              0             0             15              1             
18   5              0             0             32              1             
18   5              594           0             40              1             
18   6              0             0             6               1             
18   6              0             0             10              1             
18   6              0             0             11              1             
18   6              0             0             20              1             
18   6              0             0             27              1             
18   6              0             0             30              1             
18   6              0             0             35              1             
18   6              0             0             36              1             
18   6              0             0             40              1             
18   6              0             0             56              1             
18   7              0             0             4               1             
18   7              0             0             5               1             
18   7              0             0             8               4             
18   7              0             0             10              2             
18   7              0             0             12              2             
18   7              0             0             13              1             
18   7              0             0             15              3             
18   7              0             0             16              3             
18   7              0             0             19              1             
18   7              0             0             20              12            
18   7              0             0             22              1             
18   7              0             0             24              1             
18   7              0             0             25              3             
18   7              0             0             30              3             
18   7              0             0             35              2             
18   7              0             0             40              6             
18   7              0             0             55              1             
18   7              594           0             30              1             
18   7              1055          0             20              1             
18   8              0             0             6               1             
18   8              0             0             10              1             
18   8              0             0             12              1             
18   8              0             0             20              3             
18   8              0             0             24              2             
18   8              0             0             25              2             
18   8              0             0             27              1             
18   8              0             0             30              2             
18   8              0             0             32              1             
18   8              0             0             35              1             
18   8              0             0             40              2             
18   9              0             0             8               1             
18   9              0             0             11              1             
18   9              0             0             12              1             
18   9              0             0             15              2             
18   9              0             0             20              6             
18   9              0             0             22              2             
18   9              0             0             24              1             
18   9              0             0             25              3             
18   9              0             0             28              1             
18   9              0             0             30              5             
18   9              0             0             36              1             
18   9              0             0             38              1             
18   9              0             0             40              11            
18   9              0             0             45              1             
18   9              0             1719          15              1             
18   9              1055          0             30              1             
18   9              2176          0             25              1             
18   9              34095         0             3               1             
18   10             0             0             15              6             
18   10             0             0             16              3             
18   10             0             0             20              5             
18   10             0             0             25              2             
18   10             0             0             30              3             
18   10             0             0             40              2             
19   3              0             0             36              1             
19   3              0             0             50              1             
19   4              0             0             25              1             
19   4              0             0             60              1             
19   4              0             1602          32              1             
19   6              0             0             20              1             
19   6              0             0             30              1             
19   6              0             0             40              4             
19   7              0             0             15              1             
19   7              0             0             20              1             
19   7              0             0             30              1             
19   7              0             0             40              6             
19   7              0             0             56              1             
19   7              0             0             60              1             
19   8              0             0             16              1             
19   8              0             0             20              1             
19   8              0             0             30              1             
19   8              1055          0             40              1             
19   9              0             0             3               1             
19   9              0             0             14              2             
19   9              0             0             15              1             
19   9              0             0             16              3             
19   9              0             0             20              10            
19   9              0             0             24              3             
19   9              0             0             25              5             
19   9              0             0             26              1             
19   9              0             0             30              12            
19   9              0             0             32              1             
19   9              0             0             35              3             
19   9              0             0             40              29            
19   9              0             0             42              1             
19   9              0             0             45              3             
19   9              0             0             50              3             
19   9              0             0             58              1             
19   9              2597          0             40              1             
19   9              34095         0             20              1             
19   10             0             0             8               1             
19   10             0             0             10              6             
19   10             0             0             14              1             
19   10             0             0             15              3             
19   10             0             0             16              3             
19   10             0             0             20              17            
19   10             0             0             22              1             
19   10             0             0             24              1             
19   10             0             0             25              9             
19   10             0             0             26              1             
19   10             0             0             28              2             
19   10             0             0             30              9             
19   10             0             0             32              1             
19   10             0             0             35              8             
19   10             0             0             36              1             
19   10             0             0             38              2             
19   10             0             0             40              14            
19   10             0             0             50              3             
19   10             0             0             55              1             
19   10             0             0             66              1             
19   10             0             1602          10              1             
19   10             0             1602          24              1             
19   10             0             1602          40              1             
19   10             0             1719          16              1             
19   11             0             0             16              1             
19   11             0             0             40              1             
19   12             0             0             50              1             
19   13             0             0             30              1             
20   1              0             0             32              1             
20   3              0             0             25              1             
20   3              0             0             40              2             
20   4              0             0             40              1             
20   4              0             0             60              1             
20   5              0             0             11              1             
20   5              0             0             32              1             
20   5              0             0             40              3             
20   5              114           0             20              1             
20   6              0             0             40              5             
20   6              0             0             50              1             
20   7              0             0             25              1             
20   7              0             0             50              1             
20   7              0             0             60              1             
20   7              0             1573          40              1             
20   8              0             0             10              1             
20   8              0             0             40              2             
20   9              0             0             8               2             
20   9              0             0             10              1             
20   9              0             0             15              1             
20   9              0             0             20              4             
20   9              0             0             24              1             
20   9              0             0             25              2             
20   9              0             0             28              1             
20   9              0             0             30              8             
20   9              0             0             35              2             
20   9              0             0             40              35            
20   9              0             0             43              2             
20   9              0             0             45              4             
20   9              0             0             48              3             
20   9              0             0             50              1             
20   9              0             0             52              1             
20   9              0             0             70              1             
20   9              0             0             80              1             
20   9              0             1590          40              1             
20   9              0             1721          30              1             
20   9              0             2001          40              1             
20   9              3781          0             35              1             
20   10             0             0             8               1             
20   10             0             0             10              3             
20   10             0             0             12              4             
20   10             0             0             14              1             
20   10             0             0             15              9             
20   10             0             0             16              2             
20   10             0             0             18              2             
20   10             0             0             20              27            
20   10             0             0             24              3             
20   10             0             0             25              13            
20   10             0             0             26              1             
20   10             0             0             30              9             
20   10             0             0             32              2             
20   10             0             0             35              7             
20   10             0             0             38              1             
20   10             0             0             40              28            
20   10             0             0             44              1             
20   10             0             0             45              2             
20   10             0             0             47              1             
20   10             0             0             48              1             
20   10             0             0             50              2             
20   10             0             0             60              2             
20   10             0             1719          28              1             
20   10             0             2258          10              1             
20   10             594           0             16              1             
20   10             594           0             20              1             
20   10             2176          0             25              1             
20   11             0             0             20              1             
20   11             0             0             30              1             
20   11             0             0             40              2             
20   12             0             0             40              1             
20   12             0             1719          20              1             
20   12             0             2205          18              1             
20   13             0             0             30              1             
21   1              0             0             50              1             
21   3              0             0             40              1             
21   4              0             0             40              1             
21   4              0             0             48              1             
21   6              0             0             36              1             
21   6              0             0             39              1             
21   6              0             0             40              1             
21   6              0             0             50              1             
21   6              0             0             70              1             
21   7              0             0             40              2             
21   8              0             0             20              1             
21   8              0             0             25              1             
21   9              0             0             20              3             
21   9              0             0             22              1             
21   9              0             0             30              5             
21   9              0             0             32              2             
21   9              0             0             33              1             
21   9              0             0             35              8             
21   9              0             0             36              1             
21   9              0             0             40              32            
21   9              0             0             45              2             
21   9              0             0             50              1             
21   9              0             0             53              1             
21   9              0             0             55              2             
21   9              0             0             65              1             
21   9              0             1719          16              1             
21   9              594           0             40              1             
21   9              3325          0             60              1             
21   9              4101          0             40              1             
21   10             0             0             8               2             
21   10             0             0             9               1             
21   10             0             0             10              9             
21   10             0             0             12              2             
21   10             0             0             14              1             
21   10             0             0             15              8             
21   10             0             0             20              10            
21   10             0             0             24              2             
21   10             0             0             25              9             
21   10             0             0             30              13            
21   10             0             0             32              1             
21   10             0             0             35              2             
21   10             0             0             37              2             
21   10             0             0             40              32            
21   10             0             0             45              2             
21   10             0             0             50              2             
21   10             0             0             54              1             
21   10             0             0             57              1             
21   10             0             0             70              1             
21   10             0             1602          16              1             
21   10             0             1974          40              1             
21   10             2597          0             45              1             
21   10             4101          0             40              1             
21   11             0             0             40              5             
21   11             0             1579          40              1             
21   12             0             0             9               1             
21   12             0             0             20              1             
21   12             0             0             25              1             
21   12             0             0             30              1             
21   12             0             0             35              2             
21   12             0             0             40              2             
21   12             0             0             46              1             
21   13             0             0             20              1             
21   13             0             0             30              1             
21   13             0             0             40              1             
22   3              0             0             30              1             
22   3              0             0             40              3             
22   4              0             0             40              1             
22   4              2580          0             40              1             
22   5              0             0             30              1             
22   5              0             0             40              2             
22   6              0             0             25              1             
22   6              0             0             30              3             
22   6              0             0             40              5             
22   6              0             0             84              1             
22   7              0             0             35              1             
22   7              0             0             40              3             
22   7              0             0             45              1             
22   8              0             0             35              1             
22   8              0             0             50              1             
22   9              0             0             10              1             
22   9              0             0             16              1             
22   9              0             0             20              4             
22   9              0             0             24              2             
22   9              0             0             30              2             
22   9              0             0             35              4             
22   9              0             0             40              42            
22   9              0             0             41              1             
22   9              0             0             45              1             
22   9              0             0             48              1             
22   9              0             0             50              2             
22   9              0             0             55              2             
22   9              0             0             60              1             
22   9              0             0             70              1             
22   9              2597          0             40              1             
22   9              99999         0             40              1             
22   10             0             0             10              4             
22   10             0             0             12              1             
22   10             0             0             13              1             
22   10             0             0             15              4             
22   10             0             0             18              1             
22   10             0             0             20              10            
22   10             0             0             21              1             
22   10             0             0             24              3             
22   10             0             0             25              10            
22   10             0             0             30              10            
22   10             0             0             32              2             
22   10             0             0             35              3             
22   10             0             0             36              1             
22   10             0             0             37              1             
22   10             0             0             39              1             
22   10             0             0             40              23            
22   10             0             0             42              2             
22   10             0             0             43              1             
22   10             0             0             44              1             
22   10             0             0             48              3             
22   10             0             0             50              3             
22   10             0             0             55              2             
22   10             0             0             60              1             
22   10             0             0             65              1             
22   10             0             1602          10              1             
22   10             0             1719          30              1             
22   10             3325          0             40              1             
22   11             0             0             30              5             
22   11             0             0             40              1             
22   12             0             0             15              1             
22   12             0             0             25              1             
22   12             0             0             40              2             
22   12             0             0             55              1             
22   13             0             0             7               1             
22   13             0             0             8               1             
22   13             0             0             10              2             
22   13             0             0             12              1             
22   13             0             0             15              1             
22   13             0             0             20              5             
22   13             0             0             30              1             
22   13             0             0             35              1             
22   13             0             0             40              8             
22   13             0             0             43              1             
22   13             0             0             50              2             
22   13             0             0             55              1             
22   13             0             0             60              1             
22   13             8614          0             40              1             
22   13             13550         0             55              1             
23   3              0             0             35              1             
23   3              0             0             40              3             
23   4              0             0             25              2             
23   4              0             0             35              1             
23   4              0             0             36              2             
23   4              0             0             40              2             
23   5              0             0             36              1             
23   5              0             0             39              1             
23   5              0             0             40              2             
23   6              0             0             40              2             
23   7              0             0             38              1             
23   7              0             0             40              3             
23   7              0             0             50              1             
23   7              0             0             55              1             
23   7              7688          0             60              1             
23   7              14344         0             40              1             
23   8              0             0             21              1             
23   8              0             0             30              1             
23   8              0             0             38              1             
23   8              0             0             40              1             
23   9              0             0             7               1             
23   9              0             0             16              2             
23   9              0             0             25              4             
23   9              0             0             30              1             
23   9              0             0             33              1             
23   9              0             0             35              3             
23   9              0             0             37              1             
23   9              0             0             38              1             
23   9              0             0             40              53            
23   9              0             0             42              1             
23   9              0             0             44              1             
23   9              0             0             45              2             
23   9              0             0             48              1             
23   9              0             0             50              1             
23   9              0             0             55              1             
23   9              0             0             60              2             
23   9              0             0             65              1             
23   9              0             0             72              1             
23   9              0             0             75              1             
23   9              0             1590          48              1             
23   9              0             1594          20              1             
23   9              0             1669          55              1             
23   9              2105          0             40              1             
23   9              2463          0             40              1             
23   10             0             0             6               1             
23   10             0             0             10              1             
23   10             0             0             14              1             
23   10             0             0             15              1             
23   10             0             0             20              7             
23   10             0             0             24              4             
23   10             0             0             25              9             
23   10             0             0             28              1             
23   10             0             0             30              6             
23   10             0             0             32              1             
23   10             0             0             35              3             
23   10             0             0             37              2             
23   10             0             0             40              28            
23   10             0             0             44              1             
23   10             0             0             45              2             
23   10             0             0             48              1             
23   10             0             0             50              4             
23   10             0             0             60              2             
23   10             0             0             70              1             
23   10             0             1617          25              1             
23   10             0             1902          40              1             
23   10             0             2559          40              1             
23   10             3674          0             40              1             
23   10             4101          0             40              1             
23   11             0             0             30              1             
23   11             0             0             36              1             
23   11             0             0             40              6             
23   11             0             0             56              1             
23   11             0             0             60              1             
23   12             0             0             20              1             
23   12             0             0             30              2             
23   12             0             0             35              1             
23   12             0             0             40              5             
23   12             0             0             52              1             
23   12             0             0             60              1             
23   13             0             0             5               1             
23   13             0             0             12              1             
23   13             0             0             15              1             
23   13             0             0             20              5             
23   13             0             0             21              1             
23   13             0             0             22              1             
23   13             0             0             23              1             
23   13             0             0             24              1             
23   13             0             0             25              2             
23   13             0             0             28              1             
23   13             0             0             30              5             
23   13             0             0             35              2             
23   13             0             0             38              2             
23   13             0             0             40              17            
23   13             0             0             43              1             
23   13             0             0             45              3             
23   13             0             0             50              5             
23   13             0             0             60              2             
23   13             0             2231          40              1             
23   13             2174          0             40              1             
23   13             2907          0             40              1             
23   14             0             0             36              1             
24   3              0             0             40              1             
24   4              0             0             40              1             
24   4              0             0             50              1             
24   4              0             1902          40              1             
24   4              2635          0             38              1             
24   5              0             0             12              1             
24   5              0             0             40              1             
24   5              0             0             45              1             
24   5              0             1721          40              1             
24   6              0             0             40              3             
24   6              0             0             49              1             
24   7              0             0             35              2             
